date,country,Region,New_Cases,New_Death,New_Recoveries,Total_Cases,Total_Deaths,Total_Recoveries
2020-07-21,Saudi Arabia,Al Madinah Al Munawwarah,91,0,111,18178,115,15660
2020-07-21,Saudi Arabia,Al Bahah,54,0,37,1335,9,944
2020-07-21,Saudi Arabia,Tabuk,39,0,47,2641,41,2217
2020-07-21,Saudi Arabia,Al Qaseem,171,2,42,6870,45,5452
2020-07-21,Saudi Arabia,Najran,85,0,110,3652,3,2321
2020-07-21,Saudi Arabia,Northern Borders,16,1,28,1050,24,743
2020-07-21,Saudi Arabia,Hail,97,4,74,3532,14,2497
2020-07-21,Saudi Arabia,Al Jawf,30,1,5,718,10,360
2020-07-22,Saudi Arabia,Eastern Region,596,4,1245,68050,266,54341
2020-07-22,Saudi Arabia,Ar Riyad,261,12,333,61580,776,52264
2020-07-22,Saudi Arabia,Makkah Al Mukarramah,384,11,530,70426,1235,59001
2020-07-22,Saudi Arabia,Jazan,158,0,144,4853,55,3574
2020-07-22,Saudi Arabia,Aseer,269,3,346,16939,38,13621
2020-07-22,Saudi Arabia,Al Madinah Al Munawwarah,150,1,114,18328,116,15774
2020-07-22,Saudi Arabia,Al Bahah,24,1,22,1359,10,966
2020-07-22,Saudi Arabia,Tabuk,45,0,46,2686,41,2263
2020-07-22,Saudi Arabia,Al Qaseem,146,0,24,7016,45,5476
2020-07-22,Saudi Arabia,Najran,53,0,98,3705,3,2419
2020-07-22,Saudi Arabia,Northern Borders,13,0,21,1063,24,764
2020-07-22,Saudi Arabia,Hail,111,2,153,3643,16,2650
2020-07-22,Saudi Arabia,Al Jawf,28,0,16,746,10,376
2020-07-23,Saudi Arabia,Eastern Region,676,6,613,68726,272,54954
2020-07-23,Saudi Arabia,Ar Riyad,189,14,277,61769,790,52541
2020-07-23,Saudi Arabia,Makkah Al Mukarramah,524,8,606,70950,1243,59607
2020-07-23,Saudi Arabia,Jazan,123,2,82,4976,57,3656
2020-07-23,Saudi Arabia,Aseer,356,2,220,17295,40,13841
2020-07-23,Saudi Arabia,Al Madinah Al Munawwarah,69,0,114,18397,116,15888
2020-07-23,Saudi Arabia,Al Bahah,33,1,42,1392,11,1008
2020-07-23,Saudi Arabia,Tabuk,35,2,40,2721,43,2303
2020-07-23,Saudi Arabia,Al Qaseem,184,0,30,7200,45,5506
2020-07-23,Saudi Arabia,Najran,93,0,51,3798,3,2470
2020-07-23,Saudi Arabia,Northern Borders,5,0,20,1068,24,784
2020-07-23,Saudi Arabia,Hail,88,2,144,3731,18,2794
2020-07-23,Saudi Arabia,Al Jawf,3,0,2,749,10,378
2020-07-24,Saudi Arabia,Eastern Region,562,3,622,69288,275,55576
2020-07-24,Saudi Arabia,Ar Riyad,316,22,210,62085,812,52751
2020-07-24,Saudi Arabia,Makkah Al Mukarramah,286,1,694,71236,1244,60301
2020-07-24,Saudi Arabia,Jazan,115,1,3,5091,58,3659
2020-07-24,Saudi Arabia,Aseer,377,0,218,17672,40,14059
2020-07-24,Saudi Arabia,Al Madinah Al Munawwarah,126,0,114,18523,116,16002
2020-07-24,Saudi Arabia,Al Bahah,9,0,3,1401,11,1011
2020-07-24,Saudi Arabia,Tabuk,47,3,38,2768,46,2341
2020-07-24,Saudi Arabia,Al Qaseem,145,0,43,7345,45,5549
2020-07-24,Saudi Arabia,Najran,125,0,68,3923,3,2538
2020-07-24,Saudi Arabia,Northern Borders,7,1,7,1075,25,791
2020-07-24,Saudi Arabia,Hail,79,0,26,3810,18,2820
2020-07-24,Saudi Arabia,Al Jawf,7,0,5,756,10,383
2020-07-25,Saudi Arabia,Eastern Region,583,4,706,69871,279,56282
2020-07-25,Saudi Arabia,Ar Riyad,190,19,506,62275,831,53257
2020-07-25,Saudi Arabia,Makkah Al Mukarramah,473,3,476,71709,1247,60777
2020-07-25,Saudi Arabia,Jazan,117,1,154,5208,59,3813
2020-07-25,Saudi Arabia,Aseer,174,1,252,17846,41,14311
2020-07-25,Saudi Arabia,Al Madinah Al Munawwarah,89,0,136,18612,116,16138
2020-07-25,Saudi Arabia,Al Bahah,31,1,43,1432,12,1054
2020-07-25,Saudi Arabia,Tabuk,18,0,49,2786,46,2390
2020-07-25,Saudi Arabia,Al Qaseem,207,0,132,7552,45,5681
2020-07-25,Saudi Arabia,Najran,53,0,50,3976,3,2588
2020-07-25,Saudi Arabia,Northern Borders,2,0,14,1077,25,805
2020-07-25,Saudi Arabia,Hail,31,1,19,3841,19,2839
2020-07-25,Saudi Arabia,Al Jawf,0,0,4,756,10,387
2020-07-26,Saudi Arabia,Eastern Region,492,6,826,70363,285,57108
2020-07-26,Saudi Arabia,Ar Riyad,203,14,407,62478,845,53664
2020-07-26,Saudi Arabia,Makkah Al Mukarramah,433,5,566,72142,1252,61343
2020-07-26,Saudi Arabia,Jazan,99,0,93,5307,59,3906
2020-07-26,Saudi Arabia,Aseer,244,1,354,18090,42,14665
2020-07-26,Saudi Arabia,Al Madinah Al Munawwarah,117,0,69,18729,116,16207
2020-07-26,Saudi Arabia,Al Bahah,50,0,5,1482,12,1059
2020-07-26,Saudi Arabia,Tabuk,42,0,40,2828,46,2430
2020-07-26,Saudi Arabia,Al Qaseem,215,0,58,7767,45,5739
2020-07-26,Saudi Arabia,Najran,77,0,67,4053,3,2655
2020-07-26,Saudi Arabia,Northern Borders,15,0,23,1092,25,828
2020-07-26,Saudi Arabia,Hail,0,1,83,3841,20,2922
2020-07-26,Saudi Arabia,Al Jawf,6,0,22,762,10,409
2020-07-27,Saudi Arabia,Eastern Region,433,4,758,70796,289,57866
2020-07-27,Saudi Arabia,Ar Riyad,183,13,446,62661,858,54110
2020-07-27,Saudi Arabia,Makkah Al Mukarramah,434,6,629,72576,1258,61972
2020-07-27,Saudi Arabia,Jazan,77,1,128,5384,60,4034
2020-07-27,Saudi Arabia,Aseer,267,0,217,18357,42,14882
2020-07-27,Saudi Arabia,Al Madinah Al Munawwarah,51,2,77,18780,118,16284
2020-07-27,Saudi Arabia,Al Bahah,48,0,17,1530,12,1076
2020-07-27,Saudi Arabia,Tabuk,71,0,26,2899,46,2456
2020-07-27,Saudi Arabia,Al Qaseem,124,1,170,7891,46,5909
2020-07-27,Saudi Arabia,Najran,52,0,45,4105,3,2700
2020-07-27,Saudi Arabia,Northern Borders,15,0,31,1107,25,859
2020-07-27,Saudi Arabia,Hail,138,2,66,3979,22,2988
2020-07-27,Saudi Arabia,Al Jawf,4,0,78,766,10,487
2020-07-28,Saudi Arabia,Eastern Region,443,4,956,71239,293,58822
2020-07-28,Saudi Arabia,Ar Riyad,161,12,444,62822,870,54554
2020-07-28,Saudi Arabia,Makkah Al Mukarramah,262,9,506,72838,1267,62478
2020-07-28,Saudi Arabia,Jazan,131,0,82,5515,60,4116
2020-07-28,Saudi Arabia,Aseer,266,1,445,18623,43,15327
2020-07-28,Saudi Arabia,Al Madinah Al Munawwarah,147,1,88,18927,119,16372
2020-07-28,Saudi Arabia,Al Bahah,55,0,35,1585,12,1111
2020-07-28,Saudi Arabia,Tabuk,43,0,37,2942,46,2493
2020-07-28,Saudi Arabia,Al Qaseem,104,0,174,7995,46,6083
2020-07-28,Saudi Arabia,Najran,69,0,96,4174,3,2796
2020-07-28,Saudi Arabia,Northern Borders,11,0,19,1118,25,878
2020-07-28,Saudi Arabia,Hail,59,0,62,4038,22,3050
2020-07-28,Saudi Arabia,Al Jawf,8,0,1,774,10,488
2020-07-29,Saudi Arabia,Eastern Region,408,1,616,71647,294,59438
2020-07-29,Saudi Arabia,Ar Riyad,169,7,449,62991,877,55003
2020-07-29,Saudi Arabia,Makkah Al Mukarramah,186,8,633,73024,1275,63111
2020-07-29,Saudi Arabia,Jazan,88,3,88,5603,63,4204
2020-07-29,Saudi Arabia,Aseer,213,0,327,18836,43,15654
2020-07-29,Saudi Arabia,Al Madinah Al Munawwarah,113,0,136,19040,119,16508
2020-07-29,Saudi Arabia,Al Bahah,32,1,35,1617,13,1146
2020-07-29,Saudi Arabia,Tabuk,46,0,51,2988,46,2544
2020-07-29,Saudi Arabia,Al Qaseem,249,3,116,8244,49,6199
2020-07-29,Saudi Arabia,Najran,76,0,93,4250,3,2889
2020-07-29,Saudi Arabia,Northern Borders,15,0,22,1133,25,900
2020-07-29,Saudi Arabia,Hail,31,1,61,4069,23,3111
2020-07-29,Saudi Arabia,Al Jawf,3,2,2,777,12,490
2020-07-30,Saudi Arabia,Eastern Region,307,3,1074,71954,297,60512
2020-07-30,Saudi Arabia,Ar Riyad,156,4,634,63147,881,55637
2020-07-30,Saudi Arabia,Makkah Al Mukarramah,305,8,913,73329,1283,64024
2020-07-30,Saudi Arabia,Jazan,125,0,195,5728,63,4399
2020-07-30,Saudi Arabia,Aseer,320,1,502,19156,44,16156
2020-07-30,Saudi Arabia,Al Madinah Al Munawwarah,88,0,121,19128,119,16629
2020-07-30,Saudi Arabia,Al Bahah,29,1,10,1646,14,1156
2020-07-30,Saudi Arabia,Tabuk,52,0,56,3040,46,2600
2020-07-30,Saudi Arabia,Al Qaseem,169,4,559,8413,53,6758
2020-07-30,Saudi Arabia,Najran,41,0,76,4291,3,2965
2020-07-30,Saudi Arabia,Northern Borders,10,0,41,1143,25,941
2020-07-30,Saudi Arabia,Hail,75,1,193,4144,24,3304
2020-07-30,Saudi Arabia,Al Jawf,9,2,86,786,14,576
2020-07-31,Saudi Arabia,Eastern Region,264,0,576,72218,297,61088
2020-07-31,Saudi Arabia,Ar Riyad,210,6,336,63357,887,55973
2020-07-31,Saudi Arabia,Makkah Al Mukarramah,213,11,427,73542,1294,64451
2020-07-31,Saudi Arabia,Jazan,119,0,2,5847,63,4401
2020-07-31,Saudi Arabia,Aseer,249,0,131,19405,44,16287
2020-07-31,Saudi Arabia,Al Madinah Al Munawwarah,99,0,102,19227,119,16731
2020-07-31,Saudi Arabia,Al Bahah,37,1,38,1683,15,1194
2020-07-31,Saudi Arabia,Tabuk,27,0,38,3067,46,2638
2020-07-31,Saudi Arabia,Al Qaseem,201,1,100,8614,54,6858
2020-07-31,Saudi Arabia,Najran,53,0,55,4344,3,3020
2020-07-31,Saudi Arabia,Northern Borders,3,0,9,1146,25,950
2020-07-31,Saudi Arabia,Hail,98,1,71,4242,25,3375
2020-07-31,Saudi Arabia,Al Jawf,0,1,5,786,15,581
2020-08-01,Saudi Arabia,Eastern Region,234,3,589,72452,300,61677
2020-08-01,Saudi Arabia,Ar Riyad,175,1,456,63532,888,56429
2020-08-01,Saudi Arabia,Makkah Al Mukarramah,307,10,542,73849,1304,64993
2020-08-01,Saudi Arabia,Jazan,132,3,81,5979,66,4482
2020-08-01,Saudi Arabia,Aseer,151,4,193,19556,48,16480
2020-08-01,Saudi Arabia,Al Madinah Al Munawwarah,81,0,134,19308,119,16865
2020-08-01,Saudi Arabia,Al Bahah,12,1,83,1695,16,1277
2020-08-01,Saudi Arabia,Tabuk,45,0,34,3112,46,2672
2020-08-01,Saudi Arabia,Al Qaseem,134,5,163,8748,59,7021
2020-08-01,Saudi Arabia,Najran,52,1,64,4396,4,3084
2020-08-01,Saudi Arabia,Northern Borders,10,0,3,1156,25,953
2020-08-01,Saudi Arabia,Hail,19,1,185,4261,26,3560
2020-08-01,Saudi Arabia,Al Jawf,5,1,6,791,16,587
2020-08-02,Saudi Arabia,Eastern Region,303,5,604,72755,305,62281
2020-08-02,Saudi Arabia,Ar Riyad,145,8,272,63677,896,56701
2020-08-02,Saudi Arabia,Makkah Al Mukarramah,214,12,307,74063,1316,65300
2020-08-02,Saudi Arabia,Jazan,56,0,67,6035,66,4549
2020-08-02,Saudi Arabia,Aseer,152,3,294,19708,51,16774
2020-08-02,Saudi Arabia,Al Madinah Al Munawwarah,88,1,76,19396,120,16941
2020-08-02,Saudi Arabia,Al Bahah,32,0,6,1727,16,1283
2020-08-02,Saudi Arabia,Tabuk,39,1,47,3151,47,2719
2020-08-02,Saudi Arabia,Al Qaseem,116,2,128,8864,61,7149
2020-08-02,Saudi Arabia,Najran,66,0,49,4462,4,3133
2020-08-02,Saudi Arabia,Northern Borders,7,0,6,1163,25,959
2020-08-02,Saudi Arabia,Hail,30,0,113,4291,26,3673
2020-08-02,Saudi Arabia,Al Jawf,10,0,3,801,16,590
2020-08-03,Saudi Arabia,Eastern Region,261,3,494,73016,308,62775
2020-08-03,Saudi Arabia,Ar Riyad,153,8,159,63830,904,56860
2020-08-03,Saudi Arabia,Makkah Al Mukarramah,201,15,262,74264,1331,65562
2020-08-03,Saudi Arabia,Jazan,119,1,65,6154,67,4614
2020-08-03,Saudi Arabia,Aseer,279,2,212,19987,53,16986
2020-08-03,Saudi Arabia,Al Madinah Al Munawwarah,83,2,61,19479,122,17002
2020-08-03,Saudi Arabia,Al Bahah,19,0,37,1746,16,1320
2020-08-03,Saudi Arabia,Tabuk,27,2,41,3178,49,2760
2020-08-03,Saudi Arabia,Al Qaseem,111,0,161,8975,61,7310
2020-08-03,Saudi Arabia,Najran,45,1,41,4507,5,3174
2020-08-03,Saudi Arabia,Northern Borders,2,0,15,1165,25,974
2020-08-03,Saudi Arabia,Hail,34,0,84,4325,26,3757
2020-08-03,Saudi Arabia,Al Jawf,8,1,3,809,17,593
2020-08-04,Saudi Arabia,Eastern Region,241,6,486,73257,314,63261
2020-08-04,Saudi Arabia,Ar Riyad,232,8,191,64062,912,57051
2020-08-04,Saudi Arabia,Makkah Al Mukarramah,236,18,275,74500,1349,65837
2020-08-04,Saudi Arabia,Jazan,97,0,13,6251,67,4627
2020-08-04,Saudi Arabia,Aseer,245,2,167,20232,55,17153
2020-08-04,Saudi Arabia,Al Madinah Al Munawwarah,71,0,62,19550,122,17064
2020-08-04,Saudi Arabia,Al Bahah,33,0,30,1779,16,1350
2020-08-04,Saudi Arabia,Tabuk,18,0,46,3196,49,2806
2020-08-04,Saudi Arabia,Al Qaseem,119,1,231,9094,62,7541
2020-08-04,Saudi Arabia,Najran,68,0,52,4575,5,3226
2020-08-04,Saudi Arabia,Northern Borders,11,0,12,1176,25,986
2020-08-04,Saudi Arabia,Hail,6,1,57,4331,27,3814
2020-08-04,Saudi Arabia,Al Jawf,12,0,4,821,17,597
2020-08-05,Saudi Arabia,Eastern Region,243,8,498,73500,322,63759
2020-08-05,Saudi Arabia,Ar Riyad,203,3,204,64265,915,57255
2020-08-05,Saudi Arabia,Makkah Al Mukarramah,249,16,277,74749,1365,66114
2020-08-05,Saudi Arabia,Jazan,88,2,120,6339,69,4747
2020-08-05,Saudi Arabia,Aseer,199,2,238,20431,57,17391
2020-08-05,Saudi Arabia,Al Madinah Al Munawwarah,60,1,81,19610,123,17145
2020-08-05,Saudi Arabia,Al Bahah,42,1,69,1821,17,1419
2020-08-05,Saudi Arabia,Tabuk,27,0,42,3223,49,2848
2020-08-05,Saudi Arabia,Al Qaseem,128,2,89,9222,64,7630
2020-08-05,Saudi Arabia,Najran,64,0,90,4639,5,3316
2020-08-05,Saudi Arabia,Northern Borders,15,0,11,1191,25,997
2020-08-05,Saudi Arabia,Hail,77,0,46,4408,27,3860
2020-08-05,Saudi Arabia,Al Jawf,7,0,10,828,17,607
2020-08-06,Saudi Arabia,Eastern Region,281,9,422,73781,331,64181
2020-08-06,Saudi Arabia,Ar Riyad,208,3,131,64473,918,57386
2020-08-06,Saudi Arabia,Makkah Al Mukarramah,268,19,225,75017,1384,66339
2020-08-06,Saudi Arabia,Jazan,141,0,104,6480,69,4851
2020-08-06,Saudi Arabia,Aseer,259,3,471,20690,60,17862
2020-08-06,Saudi Arabia,Al Madinah Al Munawwarah,87,1,116,19697,124,17261
2020-08-06,Saudi Arabia,Al Bahah,23,0,69,1844,17,1488
2020-08-06,Saudi Arabia,Tabuk,21,0,43,3244,49,2891
2020-08-06,Saudi Arabia,Al Qaseem,139,2,160,9361,66,7790
2020-08-06,Saudi Arabia,Najran,49,0,44,4688,5,3360
2020-08-06,Saudi Arabia,Northern Borders,2,0,6,1193,25,1003
2020-08-06,Saudi Arabia,Hail,87,1,61,4495,28,3921
2020-08-06,Saudi Arabia,Al Jawf,2,0,7,830,17,614
2020-08-07,Saudi Arabia,Eastern Region,198,12,428,73979,343,64609
2020-08-07,Saudi Arabia,Ar Riyad,232,2,164,64705,920,57550
2020-08-07,Saudi Arabia,Makkah Al Mukarramah,186,14,245,75203,1398,66584
2020-08-07,Saudi Arabia,Jazan,134,2,113,6614,71,4964
2020-08-07,Saudi Arabia,Aseer,305,2,246,20995,62,18108
2020-08-07,Saudi Arabia,Al Madinah Al Munawwarah,99,0,96,19796,124,17357
2020-08-07,Saudi Arabia,Al Bahah,25,1,33,1869,18,1521
2020-08-07,Saudi Arabia,Tabuk,59,0,50,3303,49,2941
2020-08-07,Saudi Arabia,Al Qaseem,101,0,18,9462,66,7808
2020-08-07,Saudi Arabia,Najran,39,0,28,4727,5,3388
2020-08-07,Saudi Arabia,Northern Borders,56,3,5,1249,28,1008
2020-08-07,Saudi Arabia,Hail,24,1,63,4519,29,3984
2020-08-07,Saudi Arabia,Al Jawf,11,0,3,841,17,617
2020-08-08,Saudi Arabia,Eastern Region,264,15,331,74243,358,64940
2020-08-08,Saudi Arabia,Ar Riyad,172,11,187,64877,931,57737
2020-08-08,Saudi Arabia,Makkah Al Mukarramah,294,5,300,75497,1403,66884
2020-08-08,Saudi Arabia,Jazan,152,0,69,6766,71,5033
2020-08-08,Saudi Arabia,Aseer,182,1,339,21177,63,18447
2020-08-08,Saudi Arabia,Al Madinah Al Munawwarah,91,0,70,19887,124,17427
2020-08-08,Saudi Arabia,Al Bahah,28,0,38,1897,18,1559
2020-08-08,Saudi Arabia,Tabuk,39,0,48,3342,49,2989
2020-08-08,Saudi Arabia,Al Qaseem,136,2,57,9598,68,7865
2020-08-08,Saudi Arabia,Najran,12,1,63,4739,6,3451
2020-08-08,Saudi Arabia,Northern Borders,12,1,10,1261,29,1018
2020-08-08,Saudi Arabia,Hail,44,0,81,4563,29,4065
2020-08-08,Saudi Arabia,Al Jawf,2,1,6,843,18,623
2020-08-09,Saudi Arabia,Eastern Region,270,13,338,74513,371,65278
2020-08-09,Saudi Arabia,Ar Riyad,183,1,161,65060,932,57898
2020-08-09,Saudi Arabia,Makkah Al Mukarramah,212,9,213,75709,1412,67097
2020-08-09,Saudi Arabia,Jazan,37,1,58,6803,72,5091
2020-08-09,Saudi Arabia,Aseer,86,2,190,21263,65,18637
2020-08-09,Saudi Arabia,Al Madinah Al Munawwarah,120,0,187,20007,124,17614
2020-08-09,Saudi Arabia,Al Bahah,33,0,7,1930,18,1566
2020-08-09,Saudi Arabia,Tabuk,31,0,41,3373,49,3030
2020-08-09,Saudi Arabia,Al Qaseem,183,4,93,9781,72,7958
2020-08-09,Saudi Arabia,Najran,35,1,61,4774,7,3512
2020-08-09,Saudi Arabia,Northern Borders,1,0,8,1262,29,1026
2020-08-09,Saudi Arabia,Hail,66,0,73,4629,29,4138
2020-08-09,Saudi Arabia,Al Jawf,0,1,9,843,19,632
2020-08-10,Saudi Arabia,Eastern Region,344,8,310,74857,379,65588
2020-08-10,Saudi Arabia,Ar Riyad,263,10,177,65323,942,58075
2020-08-10,Saudi Arabia,Makkah Al Mukarramah,201,6,241,75910,1418,67338
2020-08-10,Saudi Arabia,Jazan,124,0,104,6927,72,5195
2020-08-10,Saudi Arabia,Aseer,170,5,221,21433,70,18858
2020-08-10,Saudi Arabia,Al Madinah Al Munawwarah,133,0,237,20140,124,17851
2020-08-10,Saudi Arabia,Al Bahah,27,0,12,1957,18,1578
2020-08-10,Saudi Arabia,Tabuk,34,3,23,3407,52,3053
2020-08-10,Saudi Arabia,Al Qaseem,123,1,153,9904,73,8111
2020-08-10,Saudi Arabia,Najran,40,0,47,4814,7,3559
2020-08-10,Saudi Arabia,Northern Borders,0,1,8,1262,30,1034
2020-08-10,Saudi Arabia,Hail,51,0,81,4680,29,4219
2020-08-10,Saudi Arabia,Al Jawf,11,0,26,854,19,658
2020-08-11,Saudi Arabia,Eastern Region,286,3,706,75143,382,66294
2020-08-11,Saudi Arabia,Ar Riyad,177,8,302,65500,950,58377
2020-08-11,Saudi Arabia,Makkah Al Mukarramah,215,10,406,76125,1428,67744
2020-08-11,Saudi Arabia,Jazan,129,1,109,7056,73,5304
2020-08-11,Saudi Arabia,Aseer,227,5,161,21660,75,19019
2020-08-11,Saudi Arabia,Al Madinah Al Munawwarah,137,3,75,20277,127,17926
2020-08-11,Saudi Arabia,Al Bahah,47,0,17,2004,18,1595
2020-08-11,Saudi Arabia,Tabuk,42,2,34,3449,54,3087
2020-08-11,Saudi Arabia,Al Qaseem,131,3,112,10035,76,8223
2020-08-11,Saudi Arabia,Najran,55,0,139,4869,7,3698
2020-08-11,Saudi Arabia,Northern Borders,37,1,23,1299,31,1057
2020-08-11,Saudi Arabia,Hail,78,0,38,4758,29,4257
2020-08-11,Saudi Arabia,Al Jawf,8,0,29,862,19,687
2020-08-12,Saudi Arabia,Eastern Region,254,3,1360,75397,385,67654
2020-08-12,Saudi Arabia,Ar Riyad,177,2,675,65677,952,59052
2020-08-12,Saudi Arabia,Makkah Al Mukarramah,208,14,300,76333,1442,68044
2020-08-12,Saudi Arabia,Jazan,133,4,110,7189,77,5414
2020-08-12,Saudi Arabia,Aseer,225,2,233,21885,77,19252
2020-08-12,Saudi Arabia,Al Madinah Al Munawwarah,120,1,92,20397,128,18018
2020-08-12,Saudi Arabia,Al Bahah,36,0,8,2040,18,1603
2020-08-12,Saudi Arabia,Tabuk,50,0,37,3499,54,3124
2020-08-12,Saudi Arabia,Al Qaseem,141,4,93,10176,80,8316
2020-08-12,Saudi Arabia,Najran,37,0,113,4906,7,3811
2020-08-12,Saudi Arabia,Northern Borders,15,3,24,1314,34,1081
2020-08-12,Saudi Arabia,Hail,71,0,36,4829,29,4293
2020-08-12,Saudi Arabia,Al Jawf,15,1,43,877,20,730
2020-08-13,Saudi Arabia,Eastern Region,233,7,784,75630,392,68438
2020-08-13,Saudi Arabia,Ar Riyad,122,1,249,65799,953,59301
2020-08-13,Saudi Arabia,Makkah Al Mukarramah,218,20,501,76551,1462,68545
2020-08-13,Saudi Arabia,Jazan,149,1,150,7338,78,5564
2020-08-13,Saudi Arabia,Aseer,158,0,317,22043,77,19569
2020-08-13,Saudi Arabia,Al Madinah Al Munawwarah,101,0,100,20498,128,18118
2020-08-13,Saudi Arabia,Al Bahah,48,0,30,2088,18,1633
2020-08-13,Saudi Arabia,Tabuk,44,0,40,3543,54,3164
2020-08-13,Saudi Arabia,Al Qaseem,165,2,53,10341,82,8369
2020-08-13,Saudi Arabia,Najran,34,1,210,4940,8,4021
2020-08-13,Saudi Arabia,Northern Borders,11,2,45,1325,36,1126
2020-08-13,Saudi Arabia,Hail,91,0,73,4920,29,4366
2020-08-13,Saudi Arabia,Al Jawf,9,1,14,886,21,744
2020-08-14,Saudi Arabia,Eastern Region,243,5,237,75873,397,68675
2020-08-14,Saudi Arabia,Ar Riyad,137,2,207,65936,955,59508
2020-08-14,Saudi Arabia,Makkah Al Mukarramah,179,13,385,76730,1475,68930
2020-08-14,Saudi Arabia,Jazan,187,1,118,7525,79,5682
2020-08-14,Saudi Arabia,Aseer,250,4,215,22293,81,19784
2020-08-14,Saudi Arabia,Al Madinah Al Munawwarah,110,2,64,20608,130,18182
2020-08-14,Saudi Arabia,Al Bahah,32,0,1,2120,18,1634
2020-08-14,Saudi Arabia,Tabuk,54,0,31,3597,54,3195
2020-08-14,Saudi Arabia,Al Qaseem,113,1,146,10454,83,8515
2020-08-14,Saudi Arabia,Najran,27,1,57,4967,9,4078
2020-08-14,Saudi Arabia,Northern Borders,16,2,15,1341,38,1141
2020-08-14,Saudi Arabia,Hail,61,0,50,4981,29,4416
2020-08-14,Saudi Arabia,Al Jawf,4,0,2,890,21,746
2020-08-15,Saudi Arabia,Eastern Region,190,4,442,76063,401,69117
2020-08-15,Saudi Arabia,Ar Riyad,91,0,412,66027,955,59920
2020-08-15,Saudi Arabia,Makkah Al Mukarramah,179,21,835,76909,1496,69765
2020-08-15,Saudi Arabia,Jazan,229,4,83,7754,83,5765
2020-08-15,Saudi Arabia,Aseer,215,4,247,22508,85,20031
2020-08-15,Saudi Arabia,Al Madinah Al Munawwarah,86,0,136,20694,130,18318
2020-08-15,Saudi Arabia,Al Bahah,44,1,9,2164,19,1643
2020-08-15,Saudi Arabia,Tabuk,10,0,35,3607,54,3230
2020-08-15,Saudi Arabia,Al Qaseem,93,2,125,10547,85,8640
2020-08-15,Saudi Arabia,Najran,33,1,66,5000,10,4144
2020-08-15,Saudi Arabia,Northern Borders,13,2,22,1354,40,1163
2020-08-15,Saudi Arabia,Hail,36,0,39,5017,29,4455
2020-08-15,Saudi Arabia,Al Jawf,8,0,15,898,21,761
2020-08-16,Saudi Arabia,Eastern Region,253,6,219,76316,407,69336
2020-08-16,Saudi Arabia,Ar Riyad,104,0,186,66131,955,60106
2020-08-16,Saudi Arabia,Makkah Al Mukarramah,166,17,241,77075,1513,70006
2020-08-16,Saudi Arabia,Jazan,230,1,124,7984,84,5889
2020-08-16,Saudi Arabia,Aseer,155,1,298,22663,86,20329
2020-08-16,Saudi Arabia,Al Madinah Al Munawwarah,98,0,77,20792,130,18395
2020-08-16,Saudi Arabia,Al Bahah,41,0,6,2205,19,1649
2020-08-16,Saudi Arabia,Tabuk,85,1,34,3692,55,3264
2020-08-16,Saudi Arabia,Al Qaseem,109,0,156,10656,85,8796
2020-08-16,Saudi Arabia,Najran,45,0,42,5045,10,4186
2020-08-16,Saudi Arabia,Northern Borders,10,1,5,1364,41,1168
2020-08-16,Saudi Arabia,Hail,70,0,42,5087,29,4497
2020-08-16,Saudi Arabia,Al Jawf,6,1,2,904,22,763
2020-08-17,Saudi Arabia,Eastern Region,240,8,746,76556,415,70082
2020-08-17,Saudi Arabia,Ar Riyad,129,3,1622,66260,958,61728
2020-08-17,Saudi Arabia,Makkah Al Mukarramah,170,10,1033,77245,1523,71039
2020-08-17,Saudi Arabia,Jazan,169,5,96,8153,89,5985
2020-08-17,Saudi Arabia,Aseer,198,0,214,22861,86,20543
2020-08-17,Saudi Arabia,Al Madinah Al Munawwarah,127,0,265,20919,130,18660
2020-08-17,Saudi Arabia,Al Bahah,51,1,5,2256,20,1654
2020-08-17,Saudi Arabia,Tabuk,30,0,36,3722,55,3300
2020-08-17,Saudi Arabia,Al Qaseem,138,4,160,10794,89,8956
2020-08-17,Saudi Arabia,Najran,53,0,302,5098,10,4488
2020-08-17,Saudi Arabia,Northern Borders,16,2,9,1380,43,1177
2020-08-17,Saudi Arabia,Hail,85,0,27,5172,29,4524
2020-08-17,Saudi Arabia,Al Jawf,3,1,11,907,23,774
2020-08-18,Saudi Arabia,Eastern Region,258,8,229,76814,423,70311
2020-08-18,Saudi Arabia,Ar Riyad,108,6,173,66368,964,61901
2020-08-18,Saudi Arabia,Makkah Al Mukarramah,225,10,128,77470,1533,71167
2020-08-18,Saudi Arabia,Jazan,301,2,78,8454,91,6063
2020-08-18,Saudi Arabia,Aseer,147,2,115,23008,88,20658
2020-08-18,Saudi Arabia,Al Madinah Al Munawwarah,109,0,86,21028,130,18746
2020-08-18,Saudi Arabia,Al Bahah,43,0,31,2299,20,1685
2020-08-18,Saudi Arabia,Tabuk,28,0,30,3750,55,3330
2020-08-18,Saudi Arabia,Al Qaseem,60,4,187,10854,93,9143
2020-08-18,Saudi Arabia,Najran,33,0,66,5131,10,4554
2020-08-18,Saudi Arabia,Northern Borders,10,4,12,1390,47,1189
2020-08-18,Saudi Arabia,Hail,32,0,40,5204,29,4564
2020-08-18,Saudi Arabia,Al Jawf,9,0,5,916,23,779
2020-08-19,Saudi Arabia,Eastern Region,226,8,235,77040,431,70546
2020-08-19,Saudi Arabia,Ar Riyad,112,14,246,66480,978,62147
